"ID.subject","Exp.date","Exp.trial","Exp.bloch","Pt.code","Pt.gender","Pt.study","Pt.age","Pt.group","Wheel.name","Resp.rt","Wheel.x","Wheel.y","Wheel.task","Video.name","Video.intensity","Video.gender","Video.emotion","Video.id"
"8_control","2023_Mar_17_1634",1,0,18,"f",12,18,"control","GW1",12.277558677556,3,-3,"task","JF1_Neutral.mp4","subtle","femmina","neutral",5
"8_control","2023_Mar_17_1634",2,0,18,"f",12,18,"control","GW1",3.69996587339392,-139,21,"task","JF2_Anger.mp4","subtle","femmina","angry",6
"8_control","2023_Mar_17_1634",3,0,18,"f",12,18,"control","GW1",6.65432891504952,86,55,"task","F03-Neutral-Face Forward.mp4","full","femmina","neutral",2
"8_control","2023_Mar_17_1634",4,0,18,"f",12,18,"control","GW1",2.26447702580208,-27,139,"task","JF1_Anger.mp4","subtle","femmina","angry",5
"8_control","2023_Mar_17_1634",5,0,18,"f",12,18,"control","GW1",4.29928039047991,189,26,"task","M03-Joy-Face Forward.mp4","full","maschio","happy",4
"8_control","2023_Mar_17_1634",6,0,18,"f",12,18,"control","GW1",2.61287246592292,-117,-169,"task","F01-Fear-Face Forward.mp4","full","femmina","fear",1
"8_control","2023_Mar_17_1634",7,0,18,"f",12,18,"control","GW1",9.90234594756203,-153,-31,"task","M02-Sadness-Face Forward.mp4","full","maschio","sad",3
"8_control","2023_Mar_17_1634",8,0,18,"f",12,18,"control","GW1",3.61633804840676,-159,112,"task","F01-Disgust-Face Forward.mp4","full","femmina","disgusted",1
"8_control","2023_Mar_17_1634",9,0,18,"f",12,18,"control","GW1",6.02749853903515,5,0,"task","JM2_Neutral.mp4","subtle","maschio","neutral",8
"8_control","2023_Mar_17_1634",10,0,18,"f",12,18,"control","GW1",2.7174426086076,-139,-30,"task","JM1_Sadness.mp4","subtle","maschio","sad",7
"8_control","2023_Mar_17_1634",11,0,18,"f",12,18,"control","GW1",1.81166315243809,-35,-189,"task","JM2_Sadness.mp4","subtle","maschio","sad",8
"8_control","2023_Mar_17_1634",12,0,18,"f",12,18,"control","GW1",3.81141650431891,-23,-141,"task","JF1_Sadness.mp4","subtle","femmina","sad",5
"8_control","2023_Mar_17_1634",13,0,18,"f",12,18,"control","GW1",1.13558333723631,47,-215,"task","M02-Surprise-Face Forward.mp4","full","maschio","surprised",3
"8_control","2023_Mar_17_1634",14,0,18,"f",12,18,"control","GW1",4.5152328467293,-27,135,"task","F01-Anger-Face Forward.mp4","full","femmina","angry",1
"8_control","2023_Mar_17_1634",15,0,18,"f",12,18,"control","GW1",4.90548630092599,168,101,"task","JF2_Happiness.mp4","subtle","femmina","happy",6
"8_control","2023_Mar_17_1634",16,0,18,"f",12,18,"control","GW1",2.2575211639487,-164,99,"task","F03-Disgust-Face Forward.mp4","full","femmina","disgusted",2
"8_control","2023_Mar_17_1634",17,0,18,"f",12,18,"control","GW1",4.91231354652973,-122,-81,"task","JF2_Sadness.mp4","subtle","femmina","sad",6
"8_control","2023_Mar_17_1634",18,0,18,"f",12,18,"control","GW1",0.821978111503086,0,0,"task","JF2_Neutral.mp4","subtle","femmina","neutral",6
"8_control","2023_Mar_17_1634",19,0,18,"f",12,18,"control","GW1",4.32718049446339,-132,79,"task","M02-Disgust-Face Forward.mp4","full","maschio","disgusted",3
"8_control","2023_Mar_17_1634",20,0,18,"f",12,18,"control","GW1",3.21901679452367,59,-84,"task","JM1_Surprise.mp4","subtle","maschio","surprised",7
"8_control","2023_Mar_17_1634",21,0,18,"f",12,18,"control","GW1",3.96476556240577,-122,-163,"task","F03-Fear-Face Forward.mp4","full","femmina","fear",2
"8_control","2023_Mar_17_1634",22,0,18,"f",12,18,"control","GW1",4.94026015763666,171,105,"task","F03-Joy-Face Forward.mp4","full","femmina","happy",2
"8_control","2023_Mar_17_1634",23,0,18,"f",12,18,"control","GW1",1.90209031875656,-208,-33,"task","F01-Sadness-Face Forward.mp4","full","femmina","sad",1
"8_control","2023_Mar_17_1634",24,0,18,"f",12,18,"control","GW1",1.2470993988718,-98,168,"task","JF2_Disgust.mp4","subtle","femmina","disgusted",6
"8_control","2023_Mar_17_1634",25,0,18,"f",12,18,"control","GW1",2.18088672725207,190,-44,"task","JF1_Happiness.mp4","subtle","femmina","happy",5
"8_control","2023_Mar_17_1634",26,0,18,"f",12,18,"control","GW1",1.9160456629379,-79,-133,"task","JM2_Fear.mp4","subtle","maschio","fear",8
"8_control","2023_Mar_17_1634",27,0,18,"f",12,18,"control","GW1",7.39302014688474,26,-139,"task","JF2_Surprise.mp4","subtle","femmina","surprised",6
"8_control","2023_Mar_17_1634",28,0,18,"f",12,18,"control","GW1",1.53284814109429,33,-198,"task","F03-Surprise-Face Forward.mp4","full","femmina","surprised",2
"8_control","2023_Mar_17_1634",29,0,18,"f",12,18,"control","GW1",1.40736454720354,-165,104,"task","JF1_Disgust.mp4","subtle","femmina","disgusted",5
"8_control","2023_Mar_17_1634",30,0,18,"f",12,18,"control","GW1",2.02054107348704,-110,-165,"task","M02-Fear-Face Forward.mp4","full","maschio","fear",3
"8_control","2023_Mar_17_1634",31,0,18,"f",12,18,"control","GW1",7.21947192284824,206,-40,"task","M02-Joy-Face Forward.mp4","full","maschio","happy",3
"8_control","2023_Mar_17_1634",32,0,18,"f",12,18,"control","GW1",2.15997103087375,-121,-182,"task","JF1_Fear.mp4","subtle","femmina","fear",5
"8_control","2023_Mar_17_1634",33,0,18,"f",12,18,"control","GW1",1.82541707266864,110,-172,"task","JM2_Surprise.mp4","subtle","maschio","surprised",8
"8_control","2023_Mar_17_1634",34,0,18,"f",12,18,"control","GW1",0.996161398318691,-182,50,"task","JM2_Anger.mp4","subtle","maschio","angry",8
"8_control","2023_Mar_17_1634",35,0,18,"f",12,18,"control","GW1",2.80794579001486,33,-184,"task","F01-Surprise-Face Forward.mp4","full","femmina","surprised",1
"8_control","2023_Mar_17_1634",36,0,18,"f",12,18,"control","GW1",0.975207854764449,53,-202,"task","M03-Surprise-Face Forward.mp4","full","maschio","surprised",4
"8_control","2023_Mar_17_1634",37,0,18,"f",12,18,"control","GW1",2.53628678152108,0,-2,"task","JF2_Fear.mp4","subtle","femmina","fear",6
"8_control","2023_Mar_17_1634",38,0,18,"f",12,18,"control","GW1",2.64078700315167,-50,-82,"task","JM1_Fear.mp4","subtle","maschio","fear",7
"8_control","2023_Mar_17_1634",39,0,18,"f",12,18,"control","GW1",6.78677703074209,102,16,"task","JM2_Happiness.mp4","subtle","maschio","happy",8
"8_control","2023_Mar_17_1634",40,0,18,"f",12,18,"control","GW1",4.63387123364464,-83,56,"task","JM1_Disgust.mp4","subtle","maschio","disgusted",7
